TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"HCH, gamma",0.171,Y,K B J,ng/g,0.893,0.0847,WG87204,NA,58-89-9,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,Heptachlor,NA,N,U,ng/g,0.446,0.113,WG87204,NA,76-44-8,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,Aldrin,0.082,Y,K J,ng/g,1.16,0.0737,WG87204,NA,309-00-2,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.894,0.0289,WG87204,NA,5103-74-2,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"Chlordane, alpha (cis)",0.182,Y,J,ng/g,0.897,0.031,WG87204,NA,5103-71-9,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"Chlordane, oxy-",0.287,Y,J,ng/g,0.905,0.176,WG87204,NA,27304-13-8,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"Nonachlor, trans-",0.26,Y,J,ng/g,0.895,0.0156,WG87204,NA,39765-80-5,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"Nonachlor, cis-",0.189,Y,J,ng/g,0.893,0.0161,WG87204,NA,5103-73-1,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,Mirex,0.457,Y,NA,ng/g,0.452,0.0754,WG87204,NA,2385-85-5,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"2,4'-DDE",NA,N,U,ng/g,0.451,0.006,WG87204,NA,3424-82-6,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"4,4'-DDE",4.37,Y,NA,ng/g,0.548,0.0081,WG87204,NA,72-55-9,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"2,4'-DDD",NA,N,U,ng/g,0.445,0.0128,WG87204,NA,53-19-0,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"4,4'-DDD",0.146,Y,J,ng/g,0.542,0.018,WG87204,NA,72-54-8,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"2,4'-DDT",NA,N,U,ng/g,0.451,0.0184,WG87204,NA,789-02-6,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231117,0713,Sample,"4,4'-DDT",0.039,Y,J,ng/g,0.451,0.0206,WG87204,NA,50-29-3,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231106,0800,Sample,% Moisture,63.2,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,25-Dec-21,10,NA
NA,L40006-10,NA,NA,NA,NA,20231106,0800,Sample,% Lipid,17,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,25-Dec-21,10,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,Hexachlorobenzene,0.16,Y,J,ng/g,0.444,0.0532,WG87204,NA,118-74-1,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"HCH, alpha",NA,N,U,ng/g,0.889,0.103,WG87204,NA,319-84-6,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"HCH, beta",NA,N,U,ng/g,0.887,0.18,WG87204,NA,319-85-7,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"HCH, gamma",0.2,Y,K B J,ng/g,0.887,0.142,WG87204,NA,58-89-9,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,Heptachlor,NA,N,U,ng/g,0.444,0.0935,WG87204,NA,76-44-8,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,Aldrin,NA,N,U,ng/g,1.16,0.0921,WG87204,NA,309-00-2,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.889,0.0444,WG87204,NA,5103-74-2,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.891,0.0476,WG87204,NA,5103-71-9,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.9,0.227,WG87204,NA,27304-13-8,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"Nonachlor, trans-",NA,N,U,ng/g,0.89,0.034,WG87204,NA,39765-80-5,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.888,0.0352,WG87204,NA,5103-73-1,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,Mirex,NA,N,U,ng/g,0.45,0.0613,WG87204,NA,2385-85-5,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"2,4'-DDE",NA,N,U,ng/g,0.449,0.0166,WG87204,NA,3424-82-6,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"4,4'-DDE",3.19,Y,NA,ng/g,0.544,0.0224,WG87204,NA,72-55-9,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"2,4'-DDD",NA,N,U,ng/g,0.443,0.0227,WG87204,NA,53-19-0,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"4,4'-DDD",0.035,Y,J,ng/g,0.539,0.019,WG87204,NA,72-54-8,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"2,4'-DDT",NA,N,U,ng/g,0.448,0.0194,WG87204,NA,789-02-6,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231117,0807,Sample,"4,4'-DDT",NA,N,U,ng/g,0.449,0.0218,WG87204,NA,50-29-3,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231106,0800,Sample,% Moisture,68.9,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-11,NA,NA,NA,NA,20231106,0800,Sample,% Lipid,4.12,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,26-Oct-21,11-1A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,Hexachlorobenzene,1.33,Y,NA,ng/g,0.462,0.0769,WG87204,NA,118-74-1,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"HCH, alpha",NA,N,U,ng/g,0.924,0.117,WG87204,NA,319-84-6,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"HCH, beta",NA,N,U,ng/g,0.923,0.286,WG87204,NA,319-85-7,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"HCH, gamma",0.215,Y,K B J,ng/g,0.923,0.185,WG87204,NA,58-89-9,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,Heptachlor,NA,N,U,ng/g,0.461,0.114,WG87204,NA,76-44-8,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,Aldrin,NA,N,U,ng/g,1.2,0.0845,WG87204,NA,309-00-2,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.924,0.051,WG87204,NA,5103-74-2,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.927,0.0548,WG87204,NA,5103-71-9,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"Chlordane, oxy-",0.541,Y,J,ng/g,0.935,0.161,WG87204,NA,27304-13-8,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"Nonachlor, trans-",0.229,Y,J,ng/g,0.925,0.0263,WG87204,NA,39765-80-5,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"Nonachlor, cis-",0.064,Y,J,ng/g,0.923,0.0273,WG87204,NA,5103-73-1,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,Mirex,0.243,Y,J,ng/g,0.468,0.068,WG87204,NA,2385-85-5,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"2,4'-DDE",NA,N,U,ng/g,0.467,0.0151,WG87204,NA,3424-82-6,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"4,4'-DDE",8,Y,NA,ng/g,0.566,0.0204,WG87204,NA,72-55-9,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"2,4'-DDD",NA,N,U,ng/g,0.46,0.0128,WG87204,NA,53-19-0,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"4,4'-DDD",NA,N,U,ng/g,0.56,0.0207,WG87204,NA,72-54-8,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"2,4'-DDT",NA,N,U,ng/g,0.466,0.0212,WG87204,NA,789-02-6,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231117,0902,Sample,"4,4'-DDT",0.092,Y,J,ng/g,0.467,0.0238,WG87204,NA,50-29-3,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231106,0800,Sample,% Moisture,60.5,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-12,NA,NA,NA,NA,20231106,0800,Sample,% Lipid,19.8,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,26-Oct-21,11-2A,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,Hexachlorobenzene,0.729,Y,NA,ng/g,0.455,0.075,WG87204,NA,118-74-1,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"HCH, alpha",NA,N,U,ng/g,0.91,0.0992,WG87204,NA,319-84-6,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"HCH, beta",NA,N,U,ng/g,0.908,0.202,WG87204,NA,319-85-7,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"HCH, gamma",0.223,Y,K B J,ng/g,0.908,0.106,WG87204,NA,58-89-9,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,Heptachlor,NA,N,U,ng/g,0.454,0.0711,WG87204,NA,76-44-8,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,Aldrin,NA,N,U,ng/g,1.18,0.111,WG87204,NA,309-00-2,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.91,0.0605,WG87204,NA,5103-74-2,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.912,0.065,WG87204,NA,5103-71-9,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"Chlordane, oxy-",0.358,Y,J,ng/g,0.921,0.193,WG87204,NA,27304-13-8,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"Nonachlor, trans-",0.096,Y,J,ng/g,0.911,0.029,WG87204,NA,39765-80-5,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.909,0.03,WG87204,NA,5103-73-1,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,Mirex,0.181,Y,J,ng/g,0.46,0.048,WG87204,NA,2385-85-5,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"2,4'-DDE",NA,N,U,ng/g,0.459,0.0146,WG87204,NA,3424-82-6,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"4,4'-DDE",11.8,Y,NA,ng/g,0.557,0.0197,WG87204,NA,72-55-9,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"2,4'-DDD",NA,N,U,ng/g,0.453,0.0208,WG87204,NA,53-19-0,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"4,4'-DDD",0.033,Y,J,ng/g,0.551,0.0224,WG87204,NA,72-54-8,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"2,4'-DDT",NA,N,U,ng/g,0.459,0.0229,WG87204,NA,789-02-6,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231116,1953,Sample,"4,4'-DDT",0.109,Y,J,ng/g,0.459,0.0257,WG87204,NA,50-29-3,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231106,0800,Sample,% Moisture,67.8,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-2,NA,NA,NA,NA,20231106,0800,Sample,% Lipid,10.5,Y,NA,%,NA,NA,WG87204,NA,NA,NA,NA,3-Oct-21,1 NY,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,Hexachlorobenzene,0.125,Y,J,ng/g,0.456,0.106,WG87325,NA,118-74-1,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"HCH, alpha",NA,N,U,ng/g,0.912,0.122,WG87325,NA,319-84-6,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"HCH, beta",NA,N,U,ng/g,0.91,0.465,WG87325,NA,319-85-7,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"HCH, gamma",NA,N,U,ng/g,0.91,0.273,WG87325,NA,58-89-9,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,Heptachlor,NA,N,U,ng/g,0.455,0.208,WG87325,NA,76-44-8,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,Aldrin,NA,N,U,ng/g,1.18,0.178,WG87325,NA,309-00-2,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.912,0.0886,WG87325,NA,5103-74-2,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.914,0.0951,WG87325,NA,5103-71-9,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.923,0.215,WG87325,NA,27304-13-8,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"Nonachlor, trans-",0.09,Y,J,ng/g,0.913,0.0604,WG87325,NA,39765-80-5,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.911,0.0626,WG87325,NA,5103-73-1,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,Mirex,0.118,Y,K J,ng/g,0.461,0.116,WG87325,NA,2385-85-5,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"2,4'-DDE",NA,N,U,ng/g,0.46,0.0301,WG87325,NA,3424-82-6,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"4,4'-DDE",1.47,Y,NA,ng/g,0.558,0.0405,WG87325,NA,72-55-9,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"2,4'-DDD",NA,N,U,ng/g,0.454,0.186,WG87325,NA,53-19-0,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"4,4'-DDD",NA,N,U,ng/g,0.552,0.0289,WG87325,NA,72-54-8,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"2,4'-DDT",NA,N,U,ng/g,0.459,0.0296,WG87325,NA,789-02-6,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231128,241,Sample,"4,4'-DDT",NA,N,U,ng/g,0.46,0.0332,WG87325,NA,50-29-3,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231107,800,Sample,% Moisture,67,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,31-Oct-21,119-4,NA
NA,L40006-41,NA,NA,NA,NA,20231107,800,Sample,% Lipid,11.9,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,31-Oct-21,119-4,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,Hexachlorobenzene,0.267,Y,J,ng/g,0.455,0.0736,WG87325,NA,118-74-1,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"HCH, alpha",NA,N,U,ng/g,0.911,0.131,WG87325,NA,319-84-6,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"HCH, beta",NA,N,U,ng/g,0.909,0.214,WG87325,NA,319-85-7,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"HCH, gamma",0.193,Y,K J,ng/g,0.909,0.164,WG87325,NA,58-89-9,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,Heptachlor,NA,N,U,ng/g,0.455,0.125,WG87325,NA,76-44-8,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,Aldrin,NA,N,U,ng/g,1.18,0.101,WG87325,NA,309-00-2,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.911,0.0675,WG87325,NA,5103-74-2,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.913,0.0725,WG87325,NA,5103-71-9,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.922,0.317,WG87325,NA,27304-13-8,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"Nonachlor, trans-",0.039,Y,J,ng/g,0.912,0.0377,WG87325,NA,39765-80-5,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.91,0.039,WG87325,NA,5103-73-1,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,Mirex,NA,N,U,ng/g,0.461,0.0797,WG87325,NA,2385-85-5,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"2,4'-DDE",NA,N,U,ng/g,0.46,0.0244,WG87325,NA,3424-82-6,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"4,4'-DDE",4.73,Y,NA,ng/g,0.558,0.0329,WG87325,NA,72-55-9,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"2,4'-DDD",NA,N,U,ng/g,0.454,0.0233,WG87325,NA,53-19-0,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"4,4'-DDD",0.292,Y,J,ng/g,0.552,0.0348,WG87325,NA,72-54-8,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"2,4'-DDT",NA,N,U,ng/g,0.459,0.0356,WG87325,NA,789-02-6,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231128,336,Sample,"4,4'-DDT",NA,N,U,ng/g,0.46,0.04,WG87325,NA,50-29-3,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231107,800,Sample,% Moisture,72.3,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,1-Nov-21,122-1,NA
NA,L40006-42,NA,NA,NA,NA,20231107,800,Sample,% Lipid,5.96,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,1-Nov-21,122-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,Hexachlorobenzene,0.572,Y,NA,ng/g,0.447,0.0498,WG87325,NA,118-74-1,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"HCH, alpha",NA,N,U,ng/g,0.894,0.13,WG87325,NA,319-84-6,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"HCH, beta",NA,N,U,ng/g,0.893,0.282,WG87325,NA,319-85-7,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"HCH, gamma",NA,N,U,ng/g,0.893,0.211,WG87325,NA,58-89-9,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,Heptachlor,NA,N,U,ng/g,0.446,0.223,WG87325,NA,76-44-8,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,Aldrin,NA,N,U,ng/g,1.16,0.156,WG87325,NA,309-00-2,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.894,0.0887,WG87325,NA,5103-74-2,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.897,0.0952,WG87325,NA,5103-71-9,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"Chlordane, oxy-",1.04,Y,NA,ng/g,0.905,0.246,WG87325,NA,27304-13-8,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"Nonachlor, trans-",0.205,Y,J,ng/g,0.895,0.0315,WG87325,NA,39765-80-5,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.893,0.0326,WG87325,NA,5103-73-1,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,Mirex,0.215,Y,J,ng/g,0.452,0.0558,WG87325,NA,2385-85-5,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"2,4'-DDE",NA,N,U,ng/g,0.451,0.0213,WG87325,NA,3424-82-6,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"4,4'-DDE",26.7,Y,NA,ng/g,0.548,0.0287,WG87325,NA,72-55-9,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"2,4'-DDD",NA,N,U,ng/g,0.445,0.0352,WG87325,NA,53-19-0,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"4,4'-DDD",0.097,Y,J,ng/g,0.542,0.0358,WG87325,NA,72-54-8,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"2,4'-DDT",NA,N,U,ng/g,0.451,0.0366,WG87325,NA,789-02-6,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231128,431,Sample,"4,4'-DDT",NA,N,U,ng/g,0.451,0.0411,WG87325,NA,50-29-3,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231107,800,Sample,% Moisture,64.3,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,1-Nov-21,123-1,NA
NA,L40006-43,NA,NA,NA,NA,20231107,800,Sample,% Lipid,16.3,Y,NA,%,NA,NA,WG87325,NA,NA,NA,NA,1-Nov-21,123-1,NA
NA,L40006-44,NA,NA,NA,NA,20231123,2023,Sample,Hexachlorobenzene,0.18,Y,B J,ng/g,0.458,0.0493,WG87326,NA,118-74-1,NA,NA,3-Nov-21,128-1,NA
NA,L40006-44,NA,NA,NA,NA,20231123,2023,Sample,"HCH, alpha",NA,N,U,ng/g,0.916,0.146,WG87326,NA,319-84-6,NA,NA,3-Nov-21,128-1,NA
NA,L40006-44,NA,NA,NA,NA,20231123,2023,Sample,"HCH, beta",NA,N,U,ng/g,0.915,0.252,WG87326,NA,319-85-7,NA,NA,3-Nov-21,128-1,NA
NA,L40006-44,NA,NA,NA,NA,20231123,2023,Sample,"HCH, gamma",NA,N,U,ng/g,0.915,0.139,WG87326,NA,58-89-9,NA,NA,3-Nov-21,128-1,NA
NA,L40006-44,NA,NA,NA,NA,20231123,2023,Sample,Heptachlor,NA,N,U,ng/g,0.457,0.107,WG87326,NA,76-44-8,NA,NA,3-Nov-21,128-1,NA
